pMAE,pRMSE,ocvRMSE,RMSEutrans,MAEutrans,date,algomodel,trgCol,transTarg,task,missing,append,transform,pc,expirament,fold,maxfold,seed,seedit,foldseed,RMSEmean,RMSEmeantrain,hpGen,time,validmethod,tuneLength,cvcount,ignrepeats,adaptivemin,bestTuneparams,btp1,btp2,btp3,btp4,btp5,btp6,btp7,btp8,btp9,btp10,btp11 
0.01,0.01,100,100,100,Wed Aug 02 16:37:25 2017,dummy,8,1,bac latent features,ignore,none,asis,CLOUD,10hp10cv,1,5,403,624,222,0.9,0.9284,random,434,cv,10,10,NA,5,15,1.3312352844514,0.968602964049205,1.30087468028069,1.36411243351176,,,
0.371,0.308,0.647,0.622,0.478,Thu May 03 07:28:25 2018,krlsRadial,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,19,cv,10,10,NA,5,0.0299517491135664,24.2146988712728
0.151,0.111,0.781,0.801,0.645,Thu May 03 07:28:29 2018,lars,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,4,cv,10,10,NA,5,0.561987623339519
0.181,0.131,0.791,0.782,0.623,Thu May 03 07:28:34 2018,lars2,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,4,cv,10,10,NA,5,4
0.16,0.118,0.779,0.794,0.638,Thu May 03 07:28:39 2018,lasso,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,4,cv,10,10,NA,5,0.527826148085296
0.167,0.117,0.745,0.795,0.633,Thu May 03 07:28:43 2018,leapBackward,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,4,cv,10,10,NA,5,2
0.131,0.083,0.738,0.826,0.66,Thu May 03 07:28:48 2018,leapForward,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,4,cv,10,10,NA,5,3
0.167,0.117,0.749,0.795,0.633,Thu May 03 07:28:53 2018,leapSeq,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,4,cv,10,10,NA,5,2
0.049,0.018,-1,0.884,0.722,Thu May 03 07:28:57 2018,lm,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,3,cv,10,10,NA,5,TRUE
0.131,0.083,-1,0.826,0.66,Thu May 03 07:29:06 2018,lmStepAIC,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,8,cv,10,10,NA,5,none
Fail,Fail,Fail,Fail,PackageFail,Thu May 03 07:29:19 2018,logicBag,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,12
Fail,Fail,Fail,Fail,Fail,Thu May 03 07:29:23 2018,logreg,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,3,222,4
0.573,0.465,0.376,0.481,0.325,Thu May 03 07:29:48 2018,M5,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,24,cv,10,10,NA,5,No,No,No
0.4,0.256,0.6,0.67,0.456,Thu May 03 07:30:05 2018,M5Rules,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,16,cv,10,10,NA,5,No,Yes
Fail,Fail,Fail,Fail,Fail,Thu May 03 07:30:10 2018,mlpKerasDecay,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,3,222,3
Fail,Fail,Fail,Fail,Fail,Thu May 03 07:30:14 2018,mlpKerasDropout,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,6,222,4
0.17,0.119,0.76,0.793,0.631,Thu May 03 07:30:38 2018,msaenet,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,23,cv,10,10,NA,5,0.0511561481747776,6,3.38037054351298
Fail,Fail,Fail,Fail,PackageFail,Thu May 03 07:30:51 2018,mxnet,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,12
Fail,Fail,Fail,Fail,PackageFail,Thu May 03 07:31:05 2018,mxnetAdam,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,12
0.123,0.107,0.811,0.804,0.666,Thu May 03 07:31:21 2018,nnet,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,210,222,0.9,0.9284,random,15,cv,10,10,NA,5,19,0.00729952382145117
Fail,Fail,Fail,Fail,Fail,Thu May 03 07:31:28 2018,nnls,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,7
0,0,-1,0.9,0.76,Thu May 03 07:31:32 2018,null,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,3,cv,10,10,NA,5,none
Fail,Fail,Fail,Fail,Fail,Thu May 03 07:31:42 2018,ordinalNet,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,9
0.483,0.425,0.572,0.518,0.393,Thu May 03 07:32:00 2018,parRF,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,307,222,0.9,0.9284,random,18,cv,10,10,NA,5,9
-0.033,-0.057,0.817,0.951,0.785,Thu May 03 07:32:20 2018,pcaNNet,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,155,222,0.9,0.9284,random,18,cv,10,10,NA,5,14,0.000278725313931455
0.084,0.05,0.759,0.855,0.696,Thu May 03 07:32:24 2018,pcr,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,4,cv,10,10,NA,5,8
Fail,Fail,Fail,Fail,PackageFail,Thu May 03 07:32:37 2018,pls,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,12
0.176,0.127,0.758,0.786,0.626,Thu May 03 07:33:13 2018,plsRglm,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,35,cv,10,10,NA,5,6,0.00964497625827789
0.032,-0.016,0.835,0.915,0.736,Thu May 03 07:33:22 2018,ppr,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,8,cv,10,10,NA,5,1
Fail,Fail,Fail,Fail,PackageFail,Thu May 03 07:33:36 2018,pythonKnnReg,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,12
0.09,-0.023,1.1,0.921,0.692,Thu May 03 07:34:03 2018,qrf,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,614,222,0.9,0.9284,random,27,cv,10,10,NA,5,9
0.464,0.403,0.566,0.537,0.407,Thu May 03 13:47:21 2018,ranger,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,2,222,0.9,0.9284,random,22,cv,10,10,NA,5,8,variance
0.485,0.418,0.547,0.524,0.392,Thu May 03 13:51:41 2018,Rborist,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,106,222,0.9,0.9284,random,258,cv,10,10,NA,5,8
0.061,0.032,0.753,0.872,0.713,Thu May 03 13:51:51 2018,relaxo,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,7,cv,10,10,NA,5,0.975940809528817,0.870091706048697
0.473,0.41,0.52,0.531,0.401,Thu May 03 13:52:13 2018,rf,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,355,222,0.9,0.9284,random,20,cv,10,10,NA,5,9
0.049,0.018,0.754,0.884,0.722,Thu May 03 13:52:20 2018,ridge,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,6,cv,10,10,NA,5,1.17038000281121e-05
0.094,0.081,0.796,0.827,0.689,Thu May 03 13:52:27 2018,rlm,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,5,cv,10,10,NA,5,FALSE,psi.hampel
0.31,0.111,0.752,0.8,0.524,Thu May 03 13:52:32 2018,rpart,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,4,cv,10,10,NA,5,0.021082082760219
0.348,0.134,-1,0.779,0.496,Thu May 03 13:52:37 2018,rpart1SE,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,80,222,0.9,0.9284,random,3,cv,10,10,NA,5,none
0.348,0.134,0.801,0.779,0.496,Thu May 03 13:52:43 2018,rpart2,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,4,cv,10,10,NA,5,5
0,-0.001,0.918,0.901,0.76,Thu May 03 13:52:51 2018,rqlasso,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,6,cv,10,10,NA,5,9.15744769017632
0.616,0.273,0.881,0.654,0.292,Thu May 03 13:52:58 2018,rqnc,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,5,cv,10,10,NA,5,0.108364489006823,MCP
0.514,0.442,0.547,0.503,0.37,Thu May 03 13:54:05 2018,RRF,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,128,222,0.9,0.9284,random,65,cv,10,10,NA,5,8,0.529332119040191,0.552664866903797
0.464,0.409,0.59,0.532,0.407,Thu May 03 13:54:30 2018,RRFglobal,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,8,222,0.9,0.9284,random,24,cv,10,10,NA,5,8,0.56262957281433
0.094,0.063,-1,0.843,0.688,Thu May 03 13:54:37 2018,rvmLinear,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,5,cv,10,10,NA,5,none
0.098,0.05,0.838,0.855,0.685,Thu May 03 13:54:49 2018,rvmPoly,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,11,cv,10,10,NA,5,4.49794030264926e-05,1
0.013,0.016,0.901,0.886,0.75,Thu May 03 13:55:09 2018,rvmRadial,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,18,cv,10,10,NA,5,0.175168631661463
0.24,0.2,0.717,0.719,0.577,Thu May 03 13:57:10 2018,SBC,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,80,222,0.9,0.9284,random,119,cv,10,10,NA,5,1,0.413961459184065,0.089019866893068
0.053,0.022,0.814,0.88,0.72,Thu May 03 13:57:17 2018,simpls,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,4,cv,10,10,NA,5,3
0.087,0.054,0.754,0.852,0.694,Thu May 03 13:58:14 2018,spikeslab,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,9,222,0.9,0.9284,random,55,cv,10,10,NA,5,5
0.167,0.117,0.79,0.795,0.633,Thu May 03 13:58:25 2018,spls,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,8,cv,10,10,NA,5,2,0.939633194357157,0.353866130579263
0.165,0.119,0.793,0.793,0.634,Thu May 03 13:58:32 2018,superpc,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,5,cv,10,10,NA,5,0.867016892647371,3
Fail,Fail,Fail,Fail,Fail,Thu May 03 13:58:37 2018,svmBoundrangeString,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,3,222,3
Fail,Fail,Fail,Fail,Fail,Thu May 03 13:58:42 2018,svmExpoString,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,6,222,3
0.209,0.163,0.788,0.753,0.601,Thu May 03 13:59:49 2018,svmLinear,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,64,cv,10,10,NA,5,0.0320682720157964
0.331,0.271,0.835,0.656,0.508,Thu May 03 14:04:26 2018,svmLinear2,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,269,cv,10,10,NA,5,0.0686112039252987
0.06,0.022,0.758,0.88,0.714,Thu May 03 14:04:34 2018,svmLinear3,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,6,cv,10,10,NA,5,0.0749769345608281,L1
0.435,0.398,0.7,0.542,0.429,Thu May 03 14:04:44 2018,svmPoly,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,8,cv,10,10,NA,5,2,0.0063739659197348,75.6053395982078
0.013,0.012,0.915,0.889,0.75,Thu May 03 14:04:52 2018,svmRadial,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,6,cv,10,10,NA,5,0.0160806402438085,15.1615004890853
0.013,0.012,0.898,0.889,0.75,Thu May 03 14:05:00 2018,svmRadialCost,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,6,cv,10,10,NA,5,1.74776710343359
0.013,0.012,0.904,0.889,0.75,Thu May 03 14:05:09 2018,svmRadialSigma,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,6,cv,10,10,NA,5,0.128897302236537,2.87493052858566
Fail,Fail,Fail,Fail,Fail,Thu May 03 14:05:14 2018,svmSpectrumString,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,3,222,4
0.45,0.365,-1,0.572,0.418,Thu May 03 14:05:24 2018,treebag,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,128,222,0.9,0.9284,random,8,cv,10,10,NA,5,none
0.053,0.022,0.817,0.88,0.72,Thu May 03 14:06:00 2018,widekernelpls,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,5,cv,10,10,NA,5,3
0.731,0.623,0.574,0.339,0.205,Thu May 03 14:06:29 2018,xgbLinear,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,72,222,0.9,0.9284,random,26,cv,10,10,NA,5,87,0.000131574358447772,0.00380270071647524,2.24385835672729
0.143,0.112,0.746,0.799,0.651,Thu May 03 14:09:37 2018,xgbTree,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,408,222,0.9,0.9284,random,187,cv,10,10,NA,5,749,6,0.363281836800277,6.69520270079374,0.69989454485476,2,0.41316646564519
0.112,0.059,0.81,0.847,0.675,Thu May 03 14:09:58 2018,xyf,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,553,222,0.9,0.9284,random,17,cv,10,10,NA,5,2,12,0.93239146951586,hexagonal
0.159,0.158,0.824,0.758,0.639,Thu May 03 14:11:05 2018,avNNet,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,177,222,0.9,0.9284,random,62,cv,10,10,NA,5,16,0.0275806925631497,FALSE
Fail,Fail,Fail,Fail,Fail,Thu May 03 14:11:12 2018,bag,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,6
0.672,0.631,0.419,0.332,0.25,Thu May 03 14:13:41 2018,bagEarth,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,256,222,0.9,0.9284,random,148,cv,10,10,NA,5,9,2
0.121,0.042,-1,0.862,0.668,Thu May 03 14:14:56 2018,bagEarthGCV,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,256,222,0.9,0.9284,random,21,cv,10,10,NA,5,1
0.615,0.599,0.457,0.361,0.293,Thu May 03 14:46:08 2018,bartMachine,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,466,222,0.9,0.9284,random,281,cv,10,10,NA,5,17,3.00702079664916,0.939212391152978,3.14780835900456,1.37388171162456
0.096,0.063,-1,0.843,0.687,Thu May 03 14:46:31 2018,bayesglm,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,11,cv,10,10,NA,5,none
0.215,0.157,0.749,0.759,0.596,Thu May 03 14:46:46 2018,blasso,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,516,222,0.9,0.9284,random,14,cv,10,10,NA,5,0.361968756187707
0.212,0.151,-1,0.765,0.599,Thu May 03 14:47:00 2018,blassoAveraged,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,272,222,0.9,0.9284,random,12,cv,10,10,NA,5,none
0,0,-1,0.9,0.76,Thu May 03 14:47:12 2018,bridge,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,366,222,0.9,0.9284,random,11,cv,10,10,NA,5,none
Fail,Fail,Fail,Fail,Fail,Thu May 03 14:47:18 2018,BstLm,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,397,222,4
0.394,0.335,0.68,0.599,0.46,Thu May 03 14:47:40 2018,cforest,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,115,222,0.9,0.9284,random,21,cv,10,10,NA,5,9
0.433,0.216,0.673,0.705,0.431,Thu May 03 14:47:50 2018,ctree,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,8,cv,10,10,NA,5,0.71366563020274
0.433,0.216,0.625,0.705,0.431,Thu May 03 14:48:00 2018,ctree2,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,8,cv,10,10,NA,5,5,0.514971609227359
0.622,0.402,0.426,0.539,0.287,Thu May 03 14:50:40 2018,cubist,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,1,222,0.9,0.9284,random,159,cv,10,10,NA,5,90,5
0,0,0.923,0.9,0.76,Thu May 03 14:50:52 2018,dnn,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,80,222,0.9,0.9284,random,10,cv,10,10,NA,5,4,8,3,0.339970525563695,0.629255359852686
0.672,0.626,0.467,0.337,0.249,Thu May 03 14:51:06 2018,earth,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,13,cv,10,10,NA,5,11,2
0.094,0.062,0.746,0.844,0.688,Thu May 03 14:51:12 2018,elm,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,120,222,0.9,0.9284,random,4,cv,10,10,NA,5,12,purelin
0.154,0.109,0.726,0.802,0.643,Thu May 03 14:51:19 2018,enet,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,6,cv,10,10,NA,5,0.773376483237371,0.00084951005065736
0.493,0.495,0.586,0.455,0.386,Thu May 03 14:55:06 2018,evtree,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,429,222,0.9,0.9284,random,225,cv,10,10,NA,5,1.19452024623752
0.654,0.563,0.474,0.394,0.263,Thu May 03 14:56:54 2018,extraTrees,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,4,222,0.9,0.9284,random,106,cv,10,10,NA,5,8,6
0.182,0.13,0.72,0.783,0.622,Thu May 03 14:57:02 2018,foba,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,6,cv,10,10,NA,5,3,0.0269274687700472
Fail,Fail,Fail,Fail,Fail,Thu May 03 14:57:34 2018,gam,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,31
0.211,0.145,0.808,0.77,0.6,Thu May 03 14:59:40 2018,gamboost,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,125,cv,10,10,NA,5,67,yes
0.094,0.062,0.74,0.844,0.688,Thu May 03 15:00:07 2018,gamSpline,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,24,cv,10,10,NA,5,0.530298723606393
Fail,Fail,Fail,Fail,Fail,Thu May 03 15:00:16 2018,gaussprLinear,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,7
0.201,0.135,0.735,0.778,0.607,Thu May 03 15:00:24 2018,gaussprPoly,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,8,cv,10,10,NA,5,3,0.0103062055487623
Fail,Fail,Fail,Fail,Fail,Thu May 03 15:00:35 2018,gaussprRadial,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,9
0.418,0.393,0.587,0.546,0.443,Thu May 03 15:01:14 2018,gbm,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,128,222,0.9,0.9284,random,38,cv,10,10,NA,5,3262,9,0.130725565798348,7
Fail,Fail,Fail,Fail,Fail,Thu May 03 15:03:59 2018,gbm_h2o,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,1,222,162
0.248,0.143,-1,0.771,0.571,Thu May 03 15:04:04 2018,gcvEarth,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,3,cv,10,10,NA,5,1
0.094,0.062,-1,0.844,0.688,Thu May 03 15:04:10 2018,glm,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,3,cv,10,10,NA,5,none
Fail,Fail,Fail,Fail,Fail,Thu May 03 15:04:19 2018,glm.nb,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,8
0.162,0.113,0.724,0.798,0.637,Thu May 03 15:04:39 2018,glmboost,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,18,cv,10,10,NA,5,83,no
0.186,0.126,0.717,0.787,0.619,Thu May 03 15:04:49 2018,glmnet,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,9,cv,10,10,NA,5,0.531537448288873,0.104862488213467
Fail,Fail,Fail,Fail,Fail,Thu May 03 15:07:30 2018,glmnet_h2o,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,1,222,160
0.175,0.127,-1,0.786,0.627,Thu May 03 15:07:40 2018,glmStepAIC,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,9,cv,10,10,NA,5,none
0.089,0.057,0.744,0.849,0.692,Thu May 03 15:07:55 2018,icr,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,128,222,0.9,0.9284,random,13,cv,10,10,NA,5,8
0.097,0.064,0.733,0.842,0.686,Thu May 03 15:08:01 2018,kernelpls,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,5,cv,10,10,NA,5,3
0.256,0.14,0.579,0.774,0.565,Thu May 03 15:08:15 2018,kknn,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,12,cv,10,10,NA,5,26,0.222103841369972,inv
0.304,0.208,0.688,0.713,0.529,Thu May 03 15:08:20 2018,knn,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,4,cv,10,10,NA,5,4
0.002,0.002,0.917,0.899,0.759,Thu May 03 15:08:30 2018,krlsPoly,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,8,cv,10,10,NA,5,0.00142836635792774,3
0.606,0.533,0.593,0.42,0.299,Thu May 03 15:08:51 2018,krlsRadial,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,19,cv,10,10,NA,5,1.73815232142809e-05,2308.94714488385
0.219,0.156,0.727,0.76,0.593,Thu May 03 15:08:57 2018,lars,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,5,cv,10,10,NA,5,0.555200727423653
0.116,0.081,0.707,0.828,0.672,Thu May 03 15:09:02 2018,lars2,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,4,cv,10,10,NA,5,8
