0.01,0.01,100,100,100,Wed Aug 02 16:37:25 2017,dummy,8,1,basic latent features,ignore,none,asis,1.12784979099243,random,333,53,adaptive_cv,16,5,2,2,19,0.0107744822639878,FALSE,,,,,,,,,,
NA,NA,0.128,NA,NA,Tue Jan 30 18:08:13 2018,xyf,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,39,cv,20,3,NA,5,15,17,0.826362314834259,rectangular
0.402,0.276,0.762,0.464,0.318,Tue Jan 30 18:09:51 2018,avNNet,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,95,cv,20,3,NA,5,9,0.000693979152272471,FALSE
Fail,Fail,Fail,Fail,Fail,Tue Jan 30 18:09:56 2018,bag,1,1,bas interactive latent features,ignore,none,centernscale,4
0.971,0.968,0.033,0.02,0.015,Tue Jan 30 18:10:44 2018,bagEarth,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,47,cv,20,3,NA,5,7,1
0.97,0.967,-1,0.021,0.016,Tue Jan 30 18:11:28 2018,bagEarthGCV,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,8,cv,20,3,NA,5,1
Fail,Fail,Fail,Fail,Fail,Tue Jan 30 18:12:17 2018,bam,1,1,bas interactive latent features,ignore,none,centernscale,13
Fail,Fail,Fail,Fail,Fail,Tue Jan 30 18:12:20 2018,bartMachine,1,1,bas interactive latent features,ignore,none,centernscale,2
Fail,Fail,Fail,Fail,Fail,Tue Jan 30 18:12:23 2018,bayesglm,1,1,bas interactive latent features,ignore,none,centernscale,2
0.996,0.996,0.004,0.003,0.002,Tue Jan 30 18:12:38 2018,blasso,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,14,cv,20,3,NA,5,0.955217459471896
0.996,0.996,-1,0.003,0.002,Tue Jan 30 18:12:54 2018,blassoAveraged,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,14,cv,20,3,NA,5,none
0.996,0.996,-1,0.003,0.002,Tue Jan 30 18:13:08 2018,bridge,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,14,cv,20,3,NA,5,none
0.968,0.966,0.038,NA,NA,Tue Jan 30 18:14:40 2018,BstLm,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,91,cv,20,3,NA,5,393,0.591233000902692
0.953,0.946,0.084,0.035,0.025,Tue Jan 30 18:20:25 2018,cforest,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,344,cv,20,3,NA,5,4
0.904,0.897,0.129,0.066,0.051,Tue Jan 30 18:20:31 2018,ctree,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,5,cv,20,3,NA,5,0.325365757802501
0.903,0.895,0.129,0.067,0.051,Tue Jan 30 18:20:37 2018,ctree2,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,5,cv,20,3,NA,5,7,0.228309720056131
0.998,0.997,0.004,0.002,0.001,Tue Jan 30 18:24:18 2018,cubist,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,220,cv,20,3,NA,5,99,7
0.363,0.34,0.939,0.423,0.339,Tue Jan 30 18:24:28 2018,dnn,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,9,cv,20,3,NA,5,19,9,14,0.0286555327707902,0.103109425376169
0.97,0.967,0.037,0.021,0.016,Tue Jan 30 18:24:34 2018,earth,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,5,cv,20,3,NA,5,7,1
0.996,0.996,0.004,0.002,0.002,Tue Jan 30 18:24:37 2018,elm,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,3,cv,20,3,NA,5,13,purelin
0.994,0.993,0.008,0.004,0.003,Tue Jan 30 18:24:41 2018,enet,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,3,cv,20,3,NA,5,0.766052787424996,2.44389695782084e-05
0.852,0.848,0.16,0.098,0.079,Tue Jan 30 19:04:56 2018,evtree,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,2414,cv,20,3,NA,5,1.25872192718089
0.976,0.972,0.04,0.018,0.013,Wed Jan 31 23:11:12 2018,extraTrees,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,101175,cv,20,3,NA,5,3,1
0.994,0.994,0.007,NA,NA,Wed Jan 31 23:11:33 2018,foba,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,19,cv,20,3,NA,5,7,2.44389695782084e-05
Fail,Fail,Fail,Fail,Fail,Wed Jan 31 23:11:55 2018,gam,1,1,bas interactive latent features,ignore,none,centernscale,22
0.983,0.981,0.021,0.012,0.009,Thu Feb 01 10:24:27 2018,gamboost,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,40351,cv,20,3,NA,5,956,yes
0.997,0.997,0.003,0.002,0.001,Thu Feb 01 10:25:03 2018,gamSpline,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,34,cv,20,3,NA,5,4.77608729735948
Fail,Fail,Fail,Fail,Fail,Thu Feb 01 10:25:12 2018,gaussprLinear,1,1,bas interactive latent features,ignore,none,centernscale,8
Fail,Fail,Fail,Fail,Fail,Thu Feb 01 10:35:07 2018,gaussprPoly,1,1,bas interactive latent features,ignore,none,centernscale,594
Fail,Fail,Fail,Fail,Fail,Thu Feb 01 10:35:14 2018,gaussprRadial,1,1,bas interactive latent features,ignore,none,centernscale,6
0.977,0.973,0.045,0.018,0.012,Thu Feb 01 10:38:20 2018,gbm,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,185,cv,20,3,NA,5,2756,6,0.0382819595050532,10
Fail,Fail,Fail,Fail,Fail,Thu Feb 01 10:43:56 2018,gbm_h2o,1,1,bas interactive latent features,ignore,none,centernscale,334
0.97,0.967,-1,0.021,0.016,Thu Feb 01 10:44:01 2018,gcvEarth,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,3,cv,20,3,NA,5,1
0.996,0.996,-1,0.002,0.002,Thu Feb 01 10:44:05 2018,glm,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,3,cv,20,3,NA,5,none
Fail,Fail,Fail,Fail,Fail,Thu Feb 01 10:44:15 2018,glm.nb,1,1,bas interactive latent features,ignore,none,centernscale,10
0.969,0.966,0.039,0.022,0.017,Thu Feb 01 10:44:36 2018,glmboost,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,20,cv,20,3,NA,5,956,yes
0.974,0.972,0.032,0.018,0.014,Thu Feb 01 10:44:43 2018,glmnet,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,5,cv,20,3,NA,5,0.259557320736349,0.00138232003584023
Fail,Fail,Fail,Fail,Fail,Thu Feb 01 10:49:52 2018,glmnet_h2o,1,1,bas interactive latent features,ignore,none,centernscale,308
0.996,0.996,-1,0.002,0.002,Thu Feb 01 10:49:59 2018,glmStepAIC,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,6,cv,20,3,NA,5,none
0.996,0.996,0.004,0.002,0.002,Thu Feb 01 10:50:08 2018,icr,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,7,cv,20,3,NA,5,9
0.996,0.996,0.004,0.002,0.002,Thu Feb 01 10:50:12 2018,kernelpls,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,3,cv,20,3,NA,5,9
0.947,0.942,0.075,0.037,0.028,Thu Feb 01 10:56:22 2018,kknn,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,368,cv,20,3,NA,5,111,0.684929160168394,triangular
0.918,0.902,0.116,0.063,0.044,Thu Feb 01 10:56:30 2018,knn,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,6,cv,20,3,NA,5,17
0.023,0.014,0.982,0.632,0.52,Thu Feb 01 10:59:19 2018,krlsPoly,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,168,cv,20,3,NA,5,0.0112903730632568,3
0.999,0.999,0.001,0.001,0,Thu Feb 01 16:16:54 2018,krlsRadial,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,19054,cv,20,3,NA,5,4.80239158759535e-05,59.1566578935359
0.996,0.996,0.004,0.003,0.002,Thu Feb 01 16:17:04 2018,lars,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,8,cv,20,3,NA,5,0.955217459471896
0.985,0.984,0.019,NA,NA,Thu Feb 01 16:17:08 2018,lars2,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,3,cv,20,3,NA,5,9
0.996,0.996,0.004,0.003,0.002,Thu Feb 01 16:17:11 2018,lasso,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,3,cv,20,3,NA,5,0.955217459471896
0.996,0.996,0.004,0.003,0.002,Thu Feb 01 16:17:16 2018,leapBackward,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,4,cv,20,3,NA,5,8
0.996,0.996,0.004,0.003,0.002,Thu Feb 01 16:17:19 2018,leapForward,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,2,cv,20,3,NA,5,8
0.996,0.996,0.004,0.003,0.002,Thu Feb 01 16:17:23 2018,leapSeq,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,2,cv,20,3,NA,5,8
0.996,0.996,-1,0.002,0.002,Thu Feb 01 16:17:26 2018,lm,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,3,cv,20,3,NA,5,TRUE
0.996,0.996,-1,0.002,0.002,Thu Feb 01 16:17:32 2018,lmStepAIC,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,4,cv,20,3,NA,5,none
Fail,Fail,Fail,Fail,Fail,Thu Feb 01 16:18:01 2018,logicBag,1,1,bas interactive latent features,ignore,none,centernscale,25
Fail,Fail,Fail,Fail,Fail,Thu Feb 01 16:18:11 2018,logreg,1,1,bas interactive latent features,ignore,none,centernscale,8
0.994,0.994,0.006,NA,NA,Thu Feb 01 16:19:21 2018,M5,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,70,cv,20,3,NA,5,Yes,Yes,Yes
0.994,0.994,0.006,NA,NA,Thu Feb 01 16:19:35 2018,M5Rules,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,13,cv,20,3,NA,5,Yes,Yes
Fail,Fail,Fail,Fail,Fail,Thu Feb 01 16:19:38 2018,mlpKerasDecay,1,1,bas interactive latent features,ignore,none,centernscale,2
Fail,Fail,Fail,Fail,Fail,Thu Feb 01 16:19:51 2018,mlpKerasDropout,1,1,bas interactive latent features,ignore,none,centernscale,12
0.983,0.981,0.021,0.012,0.009,Thu Feb 01 16:20:12 2018,msaenet,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,20,cv,20,3,NA,5,0.793445679591969,5,3.64405266800895
Fail,Fail,Fail,Fail,PackageFail,Thu Feb 01 16:21:24 2018,mxnet,1,1,bas interactive latent features,ignore,none,centernscale,71
Fail,Fail,Fail,Fail,PackageFail,Thu Feb 01 16:22:07 2018,mxnetAdam,1,1,bas interactive latent features,ignore,none,centernscale,42
0.405,0.276,0.762,0.464,0.316,Thu Feb 01 16:22:29 2018,nnet,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,21,cv,20,3,NA,5,9,0.000234346418350085
Fail,Fail,Fail,Fail,Fail,Thu Feb 01 16:22:33 2018,nnls,1,1,bas interactive latent features,ignore,none,centernscale,4
-0.001,-0.002,-1,0.642,0.533,Thu Feb 01 16:22:36 2018,null,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,2,cv,20,3,NA,5,none
Fail,Fail,Fail,Fail,Fail,Thu Feb 01 16:22:42 2018,ordinalNet,1,1,bas interactive latent features,ignore,none,centernscale,6
0.966,0.96,0.057,0.026,0.018,Thu Feb 01 16:23:30 2018,parRF,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,47,cv,20,3,NA,5,3
0.403,0.276,0.763,0.464,0.318,Thu Feb 01 16:23:48 2018,pcaNNet,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,17,cv,20,3,NA,5,19,0.00179100538277757
0.996,0.996,0.004,0.003,0.002,Thu Feb 01 16:23:51 2018,pcr,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,2,cv,20,3,NA,5,8
Fail,Fail,Fail,Fail,PackageFail,Thu Feb 01 16:23:59 2018,pls,1,1,bas interactive latent features,ignore,none,centernscale,6
Fail,Fail,Fail,Fail,Fail,Thu Feb 01 16:24:07 2018,plsRglm,1,1,bas interactive latent features,ignore,none,centernscale,7
0.999,0.999,0.006,NA,NA,Thu Feb 01 16:24:22 2018,ppr,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,14,cv,20,3,NA,5,17
Fail,Fail,Fail,Fail,PackageFail,Thu Feb 01 16:24:28 2018,pythonKnnReg,1,1,bas interactive latent features,ignore,none,centernscale,6
0.863,0.873,0.151,0.082,0.073,Thu Feb 01 16:25:31 2018,qrf,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,62,cv,20,3,NA,5,9
0.973,0.97,0.0425,0.0189,0.0143,Sat Mar 10 17:01:23 2018,ranger,1,1,bas interactive latent features,ignore,none,centernscale,ACEREBOUT,14th20hp3cv,0.6235,random,231,35,cv,20,3,NA,5,7,extratrees
0.96,0.956,0.0573,0.0274,0.0208,Sat Mar 10 17:03:25 2018,Rborist,1,1,bas interactive latent features,ignore,none,centernscale,ACEREBOUT,14th20hp3cv,0.6235,random,231,119,cv,20,3,NA,5,4
0.992,0.992,0.0104,0.00506,0.00385,Sat Mar 10 17:03:32 2018,relaxo,1,1,bas interactive latent features,ignore,none,centernscale,ACEREBOUT,14th20hp3cv,0.6235,random,231,4,cv,20,3,NA,5,0.0357026396554635,0.917214742396027
0.961,0.957,0.0548,0.027,0.0201,Sat Mar 10 17:04:13 2018,rf,1,1,bas interactive latent features,ignore,none,centernscale,ACEREBOUT,14th20hp3cv,0.6235,random,231,38,cv,20,3,NA,5,4
0.995,0.995,0.0055,0.0031,0.00245,Sat Mar 10 17:04:19 2018,ridge,1,1,bas interactive latent features,ignore,none,centernscale,ACEREBOUT,14th20hp3cv,0.6235,random,231,3,cv,20,3,NA,5,1.15448594022312e-05
0.996,0.995,0.00535,0.00285,0.0022,Sat Mar 10 17:04:24 2018,rlm,1,1,bas interactive latent features,ignore,none,centernscale,ACEREBOUT,14th20hp3cv,0.6235,random,231,2,cv,20,3,NA,5,TRUE,psi.hampel
0.891,0.885,0.134,0.0717,0.0563,Sat Mar 10 17:04:29 2018,rpart,1,1,bas interactive latent features,ignore,none,centernscale,ACEREBOUT,14th20hp3cv,0.6235,random,231,2,cv,20,3,NA,5,1.29983787101445e-05
0.746,0.746,-1,0.158,0.131,Sat Mar 10 17:04:34 2018,rpart1SE,1,1,bas interactive latent features,ignore,none,centernscale,ACEREBOUT,14th20hp3cv,0.6235,random,231,1,cv,20,3,NA,5,none
0.746,0.746,0.261,0.158,0.131,Sat Mar 10 17:04:39 2018,rpart2,1,1,bas interactive latent features,ignore,none,centernscale,ACEREBOUT,14th20hp3cv,0.6235,random,231,3,cv,20,3,NA,5,7
0.996,0.995,0.0056,0.00291,0.00216,Sat Mar 10 17:04:46 2018,rqlasso,1,1,bas interactive latent features,ignore,none,centernscale,ACEREBOUT,14th20hp3cv,0.6235,random,231,4,cv,20,3,NA,5,1.15448594022312e-05
0.996,0.995,0.00561,0.00291,0.00216,Sat Mar 10 17:04:52 2018,rqnc,1,1,bas interactive latent features,ignore,none,centernscale,ACEREBOUT,14th20hp3cv,0.6235,random,231,4,cv,20,3,NA,5,0.000241450385506676,MCP
0.96,0.956,0.0546,0.0277,0.0208,Sat Mar 10 17:08:41 2018,RRF,1,1,bas interactive latent features,ignore,none,centernscale,ACEREBOUT,14th20hp3cv,0.6235,random,231,225,cv,20,3,NA,5,5,0.950554467504844,0.664157536113635
