0.57,0.406,12,NA,NA,Thu Aug 10 17:41:49 2017,earth,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3022,5,cv,5,6,1,5,12,2,,,,,
0.396,0.353,NA,0.913,0.664,Thu Aug 10 17:41:51 2017,elm,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3023,3,cv,5,6,1,5,9,tansig,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 17:41:55 2017,enet,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
0.319,0.321,1.161,0.958,0.749,Thu Aug 10 17:44:34 2017,evtree,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3025,159,cv,5,6,1,5,1.1614509877,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 17:44:35 2017,extraTrees,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1,,,,,,,,,,,,,,,
0.424,0.32,8,0.96,0.633,Thu Aug 10 17:44:38 2017,foba,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3027,3,cv,5,6,1,5,8,2.79477035789323e-05,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 17:44:43 2017,gam,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 17:44:48 2017,gamboost,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,5,,,,,,,,,,,,,,,
0.424,0.32,0.334,0.96,0.633,Thu Aug 10 17:45:00 2017,gamSpline,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3030,11,cv,5,6,1,5,0.3338630404,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 17:45:05 2017,gaussprLinear,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 17:45:14 2017,gaussprPoly,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,9,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 17:45:25 2017,gaussprRadial,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,11,,,,,,,,,,,,,,,
0.52,0.465,2268,0.754,0.527,Thu Aug 10 17:46:05 2017,gbm,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3034,39,cv,5,6,1,5,2268,7,0.1200707275,7,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 17:46:36 2017,gbm_h2o,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,31,,,,,,,,,,,,,,,
0.35,0.273,-1,1.026,0.715,Thu Aug 10 17:46:39 2017,gcvEarth,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3036,3,cv,5,6,1,5,1,,,,,,
0.424,0.32,-1,0.96,0.633,Thu Aug 10 17:46:41 2017,glm,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3037,2,cv,5,6,1,5,none,,,,,,
0.421,0.317,NA,0.963,0.637,Thu Aug 10 17:46:46 2017,glm.nb,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3038,5,cv,5,6,1,5,identity,,,,,,
0.422,0.32,NA,0.96,0.635,Thu Aug 10 17:46:58 2017,glmboost,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3039,11,cv,5,6,1,5,211,no,,,,,
0.419,0.319,0.004,0.961,0.639,Thu Aug 10 17:47:02 2017,glmnet,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3040,3,cv,5,6,1,5,0.6680003155,0.0035998713,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 17:47:32 2017,glmnet_h2o,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,30,,,,,,,,,,,,,,,
0.434,0.331,-1,0.945,0.622,Thu Aug 10 17:47:37 2017,glmStepAIC,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3042,4,cv,5,6,1,5,none,,,,,,
0.404,0.305,7,0.98,0.656,Thu Aug 10 17:47:48 2017,icr,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3043,11,cv,5,6,1,5,7,,,,,,
0.424,0.321,3,0.958,0.633,Thu Aug 10 17:47:50 2017,kernelpls,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3044,2,cv,5,6,1,5,3,,,,,,
0.419,0.396,NA,0.853,0.638,Thu Aug 10 17:48:03 2017,kknn,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3045,12,cv,5,6,1,5,72,1.5996693384,epanechnikov,,,,
0.285,0.247,24,1.062,0.786,Thu Aug 10 17:48:06 2017,knn,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3046,2,cv,5,6,1,5,24,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 17:48:10 2017,krlsPoly,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 17:48:14 2017,krlsRadial,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
0.412,0.316,0.825,0.966,0.647,Thu Aug 10 17:48:16 2017,lars,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3049,2,cv,5,6,1,5,0.8252046991,,,,,,
0.386,0.296,5,0.993,0.675,Thu Aug 10 17:48:19 2017,lars2,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3050,2,cv,5,6,1,5,5,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 17:48:23 2017,lasso,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,3,,,,,,,,,,,,,,,
0.417,0.316,7,0.966,0.641,Thu Aug 10 17:48:25 2017,leapBackward,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3052,2,cv,5,6,1,5,7,,,,,,
0.423,0.328,6,0.948,0.635,Thu Aug 10 17:48:27 2017,leapForward,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3053,2,cv,5,6,1,5,6,,,,,,
0.424,0.32,8,0.96,0.633,Thu Aug 10 17:48:30 2017,leapSeq,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3054,2,cv,5,6,1,5,8,,,,,,
0.424,0.32,-1,0.96,0.633,Thu Aug 10 17:48:32 2017,lm,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3055,2,cv,5,6,1,5,TRUE,,,,,,
0.434,0.331,-1,0.945,0.622,Thu Aug 10 17:48:36 2017,lmStepAIC,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3056,3,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 17:48:40 2017,logicBag,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 17:48:44 2017,logreg,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 17:48:45 2017,M5,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 17:48:46 2017,M5Rules,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 17:48:54 2017,msaenet,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,8,,,,,,,,,,,,,,,
0.571,0.454,0,0.77,0.472,Thu Aug 10 17:49:02 2017,nnet,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3062,8,cv,5,6,1,5,5,0.0004812547,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 17:49:05 2017,nnls,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 17:49:06 2017,ordinalNet,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,0,,,,,,,,,,,,,,,
0.481,0.388,8,0.863,0.571,Thu Aug 10 17:49:38 2017,parRF,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3065,32,cv,5,6,1,5,8,,,,,,
0.565,0.438,0.064,0.793,0.479,Thu Aug 10 17:49:50 2017,pcaNNet,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3066,11,cv,5,6,1,5,16,0.064155106,,,,,
0.415,0.324,7,0.954,0.643,Thu Aug 10 17:49:52 2017,pcr,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3067,2,cv,5,6,1,5,7,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 17:50:14 2017,pls,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,23,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 17:51:33 2017,plsRglm,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,5,,,,,,,,,,,,,,,
0.465,0.405,5,0.839,0.589,Thu Aug 10 17:51:47 2017,ppr,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3070,7,cv,5,6,1,5,5,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 17:52:10 2017,pythonKnnReg,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,30,,,,,,,,,,,,,,,
-0.268,-0.265,6,1.786,1.395,Thu Aug 10 17:52:35 2017,qrf,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3072,24,cv,5,6,1,5,6,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 17:52:41 2017,qrnn,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,6,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 17:52:42 2017,randomGLM,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,0,,,,,,,,,,,,,,,
0.482,0.387,9,0.866,0.57,Thu Aug 10 17:52:56 2017,ranger,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3075,14,cv,5,6,1,5,9,,,,,,
0.461,0.369,9,0.89,0.592,Thu Aug 10 17:56:03 2017,Rborist,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3076,187,cv,5,6,1,5,9,,,,,,
0.324,0.252,8.048,1.056,0.744,Thu Aug 10 17:56:09 2017,relaxo,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3077,4,cv,5,6,1,5,8.0475159237,0.2715486246,,,,,
0.473,0.377,8,0.879,0.58,Thu Aug 10 17:56:38 2017,rf,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3078,28,cv,5,6,1,5,8,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 17:56:43 2017,ridge,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 17:56:47 2017,rlm,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
0.325,0.279,0.006,1.017,0.742,Thu Aug 10 17:56:51 2017,rpart,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3081,3,cv,5,6,1,5,0.0061870015,,,,,,
0.337,0.296,-1,0.994,0.729,Thu Aug 10 17:56:53 2017,rpart1SE,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3082,2,cv,5,6,1,5,none,,,,,,
0.337,0.296,8,0.994,0.729,Thu Aug 10 17:56:56 2017,rpart2,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3083,3,cv,5,6,1,5,8,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 17:56:57 2017,rqlasso,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 17:56:58 2017,rqnc,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1,,,,,,,,,,,,,,,
0.511,0.402,0.8,0.843,0.538,Thu Aug 10 17:58:00 2017,RRF,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3086,62,cv,5,6,1,5,9,0.2027561993,0.7998143581,,,,
0.466,0.375,0.951,0.883,0.587,Thu Aug 10 17:58:32 2017,RRFglobal,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3087,31,cv,5,6,1,5,7,0.9512182777,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 17:58:44 2017,rvmLinear,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,12,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:00:01 2017,rvmPoly,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,77,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:00:54 2017,rvmRadial,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,52,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:00:58 2017,SBC,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
0.424,0.32,4,0.96,0.633,Thu Aug 10 18:01:02 2017,simpls,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3092,3,cv,5,6,1,5,4,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:02:41 2017,spikeslab,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,99,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:02:46 2017,spls,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:02:50 2017,superpc,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:02:50 2017,svmBoundrangeString,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:02:51 2017,svmExpoString,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,0,,,,,,,,,,,,,,,
NA,NA,11.827,NA,NA,Thu Aug 10 18:02:56 2017,svmLinear,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3098,5,cv,5,6,1,5,11.826936416,,,,,,
0.435,0.317,0.778,0.964,0.621,Thu Aug 10 18:03:00 2017,svmLinear2,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3099,3,cv,5,6,1,5,0.777658853,,,,,,
0.234,0.193,NA,1.138,0.842,Thu Aug 10 18:03:15 2017,svmLinear3,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3100,15,cv,5,6,1,5,6.3397462342,L1,,,,,
NA,NA,32.264,NA,NA,Thu Aug 10 18:03:20 2017,svmPoly,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3101,4,cv,5,6,1,5,1,0.0390982528,32.2635301277,,,,
NA,NA,0.452,NA,NA,Thu Aug 10 18:03:24 2017,svmRadial,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3102,4,cv,5,6,1,5,2.0138446604,0.4522318645,,,,,
NA,NA,26.833,NA,NA,Thu Aug 10 18:03:28 2017,svmRadialCost,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3103,3,cv,5,6,1,5,26.832572778,,,,,,
NA,NA,13.477,NA,NA,Thu Aug 10 18:03:32 2017,svmRadialSigma,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3104,4,cv,5,6,1,5,3.1867857707,13.4770561216,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:03:33 2017,svmSpectrumString,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,0,,,,,,,,,,,,,,,
0.425,0.363,-1,0.899,0.633,Thu Aug 10 18:03:40 2017,treebag,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3106,7,cv,5,6,1,5,none,,,,,,
0.424,0.321,3,0.958,0.633,Thu Aug 10 18:03:54 2017,widekernelpls,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3107,14,cv,5,6,1,5,3,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:04:57 2017,WM,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,62,,,,,,,,,,,,,,,
0.442,0.404,1.532,0.84,0.614,Thu Aug 10 18:05:12 2017,xgbLinear,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3109,15,cv,5,6,1,5,89,0.0021235625,0.3637293583,1.532211568,,,
-0.001,0,755,1.411,1.101,Thu Aug 10 18:06:55 2017,xgbTree,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,1.4113111899,random,3110,103,cv,5,6,1,5,755,8,0.4646678933,5.6491472409,0.6918320972,3,0.6112914805
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:07:02 2017,xyf,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,range01,6,,,,,,,,,,,,,,,
0.074,0.197,NA,0.986,0.756,Thu Aug 10 19:09:35 2017,avNNet,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3219,23,cv,5,6,1,5,3,0.0032143374,FALSE,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:09:38 2017,bag,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,3,,,,,,,,,,,,,,,
0.189,0.289,11,0.872,0.662,Thu Aug 10 19:10:55 2017,bagEarth,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3221,76,cv,5,6,1,5,11,2,,,,,
-0.119,-0.098,-1,1.347,0.914,Thu Aug 10 19:11:17 2017,bagEarthGCV,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3222,21,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:11:25 2017,bam,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,8,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:11:27 2017,bartMachine,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1,,,,,,,,,,,,,,,
-0.153,-0.09,-1,1.337,0.942,Thu Aug 10 19:11:30 2017,bayesglm,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3225,3,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:12:09 2017,blasso,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,38,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:12:48 2017,blassoAveraged,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,39,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:13:24 2017,bridge,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,36,,,,,,,,,,,,,,,
-0.014,-0.011,350,1.241,0.828,Thu Aug 10 19:15:16 2017,BstLm,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3229,111,cv,5,6,1,5,350,0.0267295476,,,,,
0.014,0.015,8,1.209,0.805,Thu Aug 10 19:15:51 2017,cforest,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3230,35,cv,5,6,1,5,8,,,,,,
-0.001,-0.003,0.886,1.231,0.818,Thu Aug 10 19:15:56 2017,ctree,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3231,4,cv,5,6,1,5,0.8860475945,,,,,,
-0.001,-0.003,0.878,1.231,0.818,Thu Aug 10 19:16:01 2017,ctree2,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3232,5,cv,5,6,1,5,1,0.8780577867,,,,,
0.185,0.25,0,0.92,0.666,Thu Aug 10 19:16:57 2017,cubist,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3233,55,cv,5,6,1,5,17,0,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:17:02 2017,DENFIS,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,5,,,,,,,,,,,,,,,
-0.734,-0.383,0.005,1.697,1.416,Thu Aug 10 19:17:10 2017,dnn,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3235,7,cv,5,6,1,5,13,6,8,0.0511956826,0.0048731224,,
0.191,0.295,9,0.865,0.66,Thu Aug 10 19:17:17 2017,earth,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3236,6,cv,5,6,1,5,9,2,,,,,
-0.154,-0.1,NA,1.35,0.942,Thu Aug 10 19:17:21 2017,elm,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3237,3,cv,5,6,1,5,10,tansig,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:17:25 2017,enet,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
0.022,0.065,1.419,1.147,0.799,Thu Aug 10 19:19:33 2017,evtree,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3239,128,cv,5,6,1,5,1.4186098548,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:19:35 2017,extraTrees,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1,,,,,,,,,,,,,,,
-0.044,-0.031,8,1.264,0.852,Thu Aug 10 19:19:38 2017,foba,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3241,3,cv,5,6,1,5,8,1.2297968623,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:19:44 2017,gam,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:19:49 2017,gamboost,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,6,,,,,,,,,,,,,,,
-0.149,-0.092,1.179,1.339,0.938,Thu Aug 10 19:20:00 2017,gamSpline,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3244,11,cv,5,6,1,5,1.1787359102,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:20:06 2017,gaussprLinear,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,6,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:20:16 2017,gaussprPoly,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,9,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:20:28 2017,gaussprRadial,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,11,,,,,,,,,,,,,,,
0.03,0.094,3369,1.112,0.792,Thu Aug 10 19:21:38 2017,gbm,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3248,70,cv,5,6,1,5,3369,10,0.0277174025,10,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:22:12 2017,gbm_h2o,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,33,,,,,,,,,,,,,,,
-0.094,-0.065,-1,1.307,0.893,Thu Aug 10 19:22:15 2017,gcvEarth,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3250,3,cv,5,6,1,5,1,,,,,,
-0.155,-0.091,-1,1.339,0.943,Thu Aug 10 19:22:18 2017,glm,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3251,2,cv,5,6,1,5,none,,,,,,
-0.16,-0.095,NA,1.343,0.947,Thu Aug 10 19:22:23 2017,glm.nb,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3252,5,cv,5,6,1,5,identity,,,,,,
-0.057,-0.038,176,1.274,0.863,Thu Aug 10 19:22:30 2017,glmboost,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3253,7,cv,5,6,1,5,176,yes,,,,,
-0.001,-0.003,2.464,1.231,0.818,Thu Aug 10 19:22:34 2017,glmnet,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3254,3,cv,5,6,1,5,0.9572423166,2.4640393508,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:23:04 2017,glmnet_h2o,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,30,,,,,,,,,,,,,,,
-0.124,-0.069,-1,1.312,0.918,Thu Aug 10 19:23:09 2017,glmStepAIC,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3256,5,cv,5,6,1,5,none,,,,,,
-0.004,-0.004,1,1.232,0.82,Thu Aug 10 19:23:21 2017,icr,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3257,12,cv,5,6,1,5,1,,,,,,
-0.155,-0.091,4,1.339,0.943,Thu Aug 10 19:23:24 2017,kernelpls,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3258,3,cv,5,6,1,5,4,,,,,,
0.014,0.08,NA,1.129,0.806,Thu Aug 10 19:23:38 2017,kknn,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3259,14,cv,5,6,1,5,46,2.2410010162,cos,,,,
