0.335,0.212,0.659,0.889,0.593,Wed Aug 02 16:37:25 2017,avNNet,8,1,basic latent features,ignore,none,asis,1.127849791,random,333,53,adaptive_cv,16,5,2,2,19,0.0107744823,FALSE,,,,
0.37,0.211,5,1.12,0.728,Thu Aug 10 18:20:18 2017,foba,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3134,4,cv,5,6,1,5,5,7.97033840091803e-05,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:20:23 2017,gam,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:20:28 2017,gamboost,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,5,,,,,,,,,,,,,,,
0.378,0.226,0.195,1.098,0.719,Thu Aug 10 18:20:39 2017,gamSpline,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3137,10,cv,5,6,1,5,0.1952722913,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:20:45 2017,gaussprLinear,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,6,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:20:57 2017,gaussprPoly,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,12,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:21:09 2017,gaussprRadial,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,12,,,,,,,,,,,,,,,
0.399,0.305,4724,0.986,0.695,Thu Aug 10 18:21:51 2017,gbm,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3141,41,cv,5,6,1,5,4724,9,0.2222399832,18,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:22:27 2017,gbm_h2o,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,36,,,,,,,,,,,,,,,
0.362,0.208,-1,1.124,0.737,Thu Aug 10 18:22:31 2017,gcvEarth,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3143,3,cv,5,6,1,5,1,,,,,,
0.378,0.226,-1,1.098,0.719,Thu Aug 10 18:22:34 2017,glm,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3144,2,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:22:39 2017,glm.nb,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,5,,,,,,,,,,,,,,,
0.379,0.227,NA,1.097,0.718,Thu Aug 10 18:22:58 2017,glmboost,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3146,18,cv,5,6,1,5,239,no,,,,,
0.378,0.227,0.001,1.097,0.718,Thu Aug 10 18:23:02 2017,glmnet,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3147,4,cv,5,6,1,5,0.5111087963,0.0009774385,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:23:41 2017,glmnet_h2o,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,38,,,,,,,,,,,,,,,
0.383,0.224,-1,1.101,0.713,Thu Aug 10 18:23:46 2017,glmStepAIC,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3149,5,cv,5,6,1,5,none,,,,,,
0.28,0.167,6,1.182,0.832,Thu Aug 10 18:23:55 2017,icr,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3150,9,cv,5,6,1,5,6,,,,,,
0.377,0.226,3,1.098,0.72,Thu Aug 10 18:23:58 2017,kernelpls,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3151,2,cv,5,6,1,5,3,,,,,,
0.362,0.312,NA,0.976,0.737,Thu Aug 10 18:24:12 2017,kknn,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3152,13,cv,5,6,1,5,36,1.0606489617,triweight,,,,
0.32,0.29,11,1.007,0.786,Thu Aug 10 18:24:15 2017,knn,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3153,3,cv,5,6,1,5,11,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:24:20 2017,krlsPoly,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:24:25 2017,krlsRadial,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
0.38,0.229,0.888,1.094,0.716,Thu Aug 10 18:24:28 2017,lars,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3156,3,cv,5,6,1,5,0.8883134995,,,,,,
0.383,0.234,7,1.087,0.713,Thu Aug 10 18:24:31 2017,lars2,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3157,2,cv,5,6,1,5,7,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:24:35 2017,lasso,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
0.369,0.218,7,1.11,0.728,Thu Aug 10 18:24:38 2017,leapBackward,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3159,3,cv,5,6,1,5,7,,,,,,
0.383,0.224,4,1.101,0.713,Thu Aug 10 18:24:41 2017,leapForward,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3160,2,cv,5,6,1,5,4,,,,,,
0.37,0.211,5,1.12,0.728,Thu Aug 10 18:24:44 2017,leapSeq,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3161,2,cv,5,6,1,5,5,,,,,,
0.378,0.226,-1,1.098,0.719,Thu Aug 10 18:24:47 2017,lm,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3162,3,cv,5,6,1,5,TRUE,,,,,,
0.383,0.224,-1,1.101,0.713,Thu Aug 10 18:24:52 2017,lmStepAIC,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3163,4,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:24:56 2017,logicBag,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:25:01 2017,logreg,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:25:02 2017,M5,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:25:03 2017,M5Rules,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,0,,,,,,,,,,,,,,,
0.384,0.225,2.196,1.101,0.711,Thu Aug 10 18:25:14 2017,msaenet,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3168,11,cv,5,6,1,5,0.2918222883,7,2.1958136891,,,,
0,0,0,1.419,1.155,Thu Aug 10 18:25:21 2017,nnet,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3169,7,cv,5,6,1,5,6,8.32281400269037e-05,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:25:25 2017,nnls,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:25:26 2017,ordinalNet,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1,,,,,,,,,,,,,,,
0.455,0.319,7,0.966,0.629,Thu Aug 10 18:25:49 2017,parRF,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3172,23,cv,5,6,1,5,7,,,,,,
0.197,0.113,0.004,1.259,0.928,Thu Aug 10 18:26:02 2017,pcaNNet,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3173,12,cv,5,6,1,5,19,0.0042181068,,,,,
0.378,0.226,8,1.098,0.719,Thu Aug 10 18:26:05 2017,pcr,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3174,2,cv,5,6,1,5,8,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 18:26:29 2017,pls,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,27,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:28:17 2017,plsRglm,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,6,,,,,,,,,,,,,,,
0.378,0.226,1,1.098,0.719,Thu Aug 10 18:28:23 2017,ppr,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3177,4,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 18:28:50 2017,pythonKnnReg,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,30,,,,,,,,,,,,,,,
-0.237,-0.267,9,1.798,1.429,Thu Aug 10 18:31:02 2017,qrf,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3179,41,cv,5,6,1,5,9,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:31:14 2017,qrnn,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,8,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:31:15 2017,randomGLM,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,0,,,,,,,,,,,,,,,
0.46,0.314,7,0.973,0.623,Thu Aug 10 18:31:26 2017,ranger,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3182,11,cv,5,6,1,5,7,,,,,,
0.459,0.328,8,0.953,0.625,Thu Aug 10 18:34:21 2017,Rborist,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3183,175,cv,5,6,1,5,8,,,,,,
0.371,0.218,8.64,1.11,0.727,Thu Aug 10 18:34:26 2017,relaxo,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3184,4,cv,5,6,1,5,8.639583964,0.1510364164,,,,,
0.467,0.31,9,0.979,0.616,Thu Aug 10 18:34:52 2017,rf,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3185,26,cv,5,6,1,5,9,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:34:57 2017,ridge,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:35:02 2017,rlm,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,5,,,,,,,,,,,,,,,
0.317,0.189,0.005,1.151,0.789,Thu Aug 10 18:35:06 2017,rpart,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3188,3,cv,5,6,1,5,0.0046299717,,,,,,
0.281,0.163,-1,1.188,0.831,Thu Aug 10 18:35:09 2017,rpart1SE,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3189,2,cv,5,6,1,5,none,,,,,,
0.281,0.163,10,1.188,0.831,Thu Aug 10 18:35:13 2017,rpart2,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3190,3,cv,5,6,1,5,10,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:35:13 2017,rqlasso,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:35:15 2017,rqnc,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1,,,,,,,,,,,,,,,
0.509,0.35,0.693,0.922,0.567,Thu Aug 10 18:36:15 2017,RRF,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3193,61,cv,5,6,1,5,7,0.0500937053,0.6927087621,,,,
0.473,0.323,0.449,0.96,0.609,Thu Aug 10 18:36:52 2017,RRFglobal,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3194,36,cv,5,6,1,5,9,0.4494189164,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:37:03 2017,rvmLinear,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,10,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:37:41 2017,rvmPoly,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,38,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:38:29 2017,rvmRadial,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,47,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:38:34 2017,SBC,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
0.378,0.226,8,1.098,0.719,Thu Aug 10 18:38:38 2017,simpls,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3199,3,cv,5,6,1,5,8,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:40:10 2017,spikeslab,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,91,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:40:14 2017,spls,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:40:19 2017,superpc,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:40:19 2017,svmBoundrangeString,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 18:40:20 2017,svmExpoString,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,0,,,,,,,,,,,,,,,
NA,NA,0.063,NA,NA,Thu Aug 10 18:41:04 2017,svmLinear,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3205,43,cv,5,6,1,5,0.062807325,,,,,,
0.441,0.046,0.376,1.355,0.646,Thu Aug 10 18:41:09 2017,svmLinear2,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3206,5,cv,5,6,1,5,0.3763105613,,,,,,
0.393,0.157,NA,1.197,0.701,Thu Aug 10 18:41:24 2017,svmLinear3,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3207,15,cv,5,6,1,5,0.0141543332,L2,,,,,
NA,NA,1.417,NA,NA,Thu Aug 10 19:04:54 2017,svmPoly,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3208,1410,cv,5,6,1,5,1,0.0201515646,1.4169042403,,,,
NA,NA,2.733,NA,NA,Thu Aug 10 19:05:01 2017,svmRadial,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3209,6,cv,5,6,1,5,0.0483190471,2.7325113216,,,,,
NA,NA,0.633,NA,NA,Thu Aug 10 19:05:07 2017,svmRadialCost,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3210,5,cv,5,6,1,5,0.6333897438,,,,,,
NA,NA,3.041,NA,NA,Thu Aug 10 19:05:11 2017,svmRadialSigma,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3211,4,cv,5,6,1,5,0.0317829893,3.0410859696,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:05:12 2017,svmSpectrumString,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,0,,,,,,,,,,,,,,,
0.444,0.309,-1,0.981,0.642,Thu Aug 10 19:05:19 2017,treebag,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3213,7,cv,5,6,1,5,none,,,,,,
0.378,0.226,7,1.098,0.719,Thu Aug 10 19:05:39 2017,widekernelpls,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3214,19,cv,5,6,1,5,7,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:06:14 2017,WM,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,35,,,,,,,,,,,,,,,
0.465,0.331,0.051,0.949,0.618,Thu Aug 10 19:06:28 2017,xgbLinear,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3216,13,cv,5,6,1,5,39,0.0060666038,0.2720323928,0.0512806177,,,
0.395,0.261,790,1.048,0.699,Thu Aug 10 19:07:40 2017,xgbTree,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,1.4193301084,random,3217,72,cv,5,6,1,5,790,4,0.1356301195,6.1093832133,0.4737072378,8,0.3875917394
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:07:46 2017,xyf,8,1,switches between C2+U3 & C4+C5 based on C1,ignore,none,asis,6,,,,,,,,,,,,,,,
-0.009,0.018,NA,1.194,0.816,Thu Aug 10 19:43:12 2017,avNNet,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3326,28,cv,5,6,1,5,15,0.0051753454,FALSE,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:43:16 2017,bag,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,3,,,,,,,,,,,,,,,
0.099,0.164,4,1.016,0.729,Thu Aug 10 19:45:12 2017,bagEarth,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3328,116,cv,5,6,1,5,4,2,,,,,
-0.155,-0.075,-1,1.307,0.934,Thu Aug 10 19:45:34 2017,bagEarthGCV,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3329,21,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:45:40 2017,bam,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,6,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:45:41 2017,bartMachine,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1,,,,,,,,,,,,,,,
-0.055,-0.016,-1,1.235,0.854,Thu Aug 10 19:45:45 2017,bayesglm,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3332,3,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:46:21 2017,blasso,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,35,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:46:56 2017,blassoAveraged,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,35,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:47:30 2017,bridge,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,33,,,,,,,,,,,,,,,
-0.057,-0.015,381,1.234,0.855,Thu Aug 10 19:49:08 2017,BstLm,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3336,98,cv,5,6,1,5,381,0.0768434682,,,,,
-0.008,0.002,5,1.213,0.816,Thu Aug 10 19:49:24 2017,cforest,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3337,16,cv,5,6,1,5,5,,,,,,
0.005,0,0.621,1.216,0.805,Thu Aug 10 19:49:29 2017,ctree,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3338,5,cv,5,6,1,5,0.6210851844,,,,,,
0.005,0,0.502,1.216,0.805,Thu Aug 10 19:49:34 2017,ctree2,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3339,4,cv,5,6,1,5,9,0.5018890488,,,,,
0.151,0.199,0,0.974,0.686,Thu Aug 10 19:50:38 2017,cubist,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3340,64,cv,5,6,1,5,55,0,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:50:49 2017,DENFIS,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,5,,,,,,,,,,,,,,,
-0.085,-0.012,0.062,1.231,0.878,Thu Aug 10 19:51:03 2017,dnn,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3342,6,cv,5,6,1,5,20,19,18,0.0287606549,0.0619734266,,
0.095,0.222,8,0.946,0.733,Thu Aug 10 19:51:08 2017,earth,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3343,5,cv,5,6,1,5,8,2,,,,,
-0.049,-0.002,NA,1.218,0.849,Thu Aug 10 19:51:12 2017,elm,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3344,4,cv,5,6,1,5,11,tansig,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:51:17 2017,enet,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
0.032,0.062,1.649,1.141,0.783,Thu Aug 10 19:53:57 2017,evtree,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3346,158,cv,5,6,1,5,1.6485732496,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:53:58 2017,extraTrees,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:54:04 2017,foba,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,6,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:54:09 2017,gam,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:54:15 2017,gamboost,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,5,,,,,,,,,,,,,,,
-0.055,-0.016,0.51,1.235,0.854,Thu Aug 10 19:54:26 2017,gamSpline,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3351,11,cv,5,6,1,5,0.5098806892,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:54:32 2017,gaussprLinear,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:54:43 2017,gaussprPoly,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,10,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:54:55 2017,gaussprRadial,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,12,,,,,,,,,,,,,,,
-0.114,0.047,3771,1.159,0.902,Thu Aug 10 19:56:02 2017,gbm,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3355,67,cv,5,6,1,5,3771,10,0.1353521829,12,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:56:43 2017,gbm_h2o,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,40,,,,,,,,,,,,,,,
-0.059,-0.018,-1,1.238,0.856,Thu Aug 10 19:56:46 2017,gcvEarth,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3357,3,cv,5,6,1,5,1,,,,,,
-0.055,-0.016,-1,1.235,0.854,Thu Aug 10 19:56:49 2017,glm,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3358,2,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:56:53 2017,glm.nb,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
-0.01,-0.003,NA,1.219,0.817,Thu Aug 10 19:57:13 2017,glmboost,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3360,20,cv,5,6,1,5,959,yes,,,,,
0.005,0,3.462,1.216,0.805,Thu Aug 10 19:57:17 2017,glmnet,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3361,4,cv,5,6,1,5,0.3010970631,3.461620148,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:57:56 2017,glmnet_h2o,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,39,,,,,,,,,,,,,,,
-0.03,-0.008,-1,1.225,0.834,Thu Aug 10 19:58:02 2017,glmStepAIC,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3363,6,cv,5,6,1,5,none,,,,,,
-0.011,-0.006,4,1.223,0.818,Thu Aug 10 19:58:19 2017,icr,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3364,16,cv,5,6,1,5,4,,,,,,
-0.055,-0.016,4,1.235,0.854,Thu Aug 10 19:58:22 2017,kernelpls,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3365,2,cv,5,6,1,5,4,,,,,,
-0.061,0.04,NA,1.167,0.859,Thu Aug 10 19:58:31 2017,kknn,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3366,9,cv,5,6,1,5,16,2.0124307007,triangular,,,,
-0.063,0.029,17,1.181,0.86,Thu Aug 10 19:58:35 2017,knn,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3367,3,cv,5,6,1,5,17,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:58:40 2017,krlsPoly,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:58:45 2017,krlsRadial,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
0.002,-0.001,0.036,1.217,0.807,Thu Aug 10 19:58:51 2017,lars,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3370,3,cv,5,6,1,5,0.0356340648,,,,,,
